"product-ratingsContainer","product-ratingsCount","product-separator","product-base href","img-responsive src","product-brand","product-product","product-sizeInventoryPresent","product-sizeInventoryPresent 2","product-sizeInventoryPresent 3","product-sizeInventoryPresent 4","product-sizeInventoryPresent 5","product-discountedPrice","product-strike","product-discountPercentage","product-sizeButton","product-sizeButton 2","product-sizeButton 3","product-sizeButton 4","product-sizeButton 5","xcelerator-plpXceleratorImageTag"
"4.4","58","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-running-women-neon-lime-rapid-dry-brand-carrier-tshirts/16938000/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16938000/2022/3/4/c5e8538c-16a7-4cac-9f2c-133b28c9b9a21646374682045-HRX-by-Hrithik-Roshan-Women-Tshirts-8701646374681239-1.jpg","HRX by Hrithik Roshan","Running Rapid-Dry Tshirts","XS,","S,","M,","L,","XL","Rs. 279","Rs. 799","(65% OFF)","XS","S","M","L","",""
"4.4","18","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-blue-brand-logo-printed-rapid-dry-training-t-shirt/18657894/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18657894/2022/6/16/abe5b634-7b11-45fd-9aa5-0935ca3263281655372124046-HRX-By-Hrithik-Roshan-Men-Training-Blue-Melange-Rapid-Dry-T--1.jpg","HRX by Hrithik Roshan","Rapid-Dry Training T-Shirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","L","XL","",""
"3.7","17","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-lifestyle-boys-high-risk-red-rapid-dry-solid-tshirt/14702480/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14702480/2022/4/26/b88758fe-ee90-44c9-a02f-ed62b5e4b01c1650972055316-HRX-By-Hrithik-Roshan-U-17-Lifestyle-Boys-High-Risk-Red-Rapi-1.jpg","HRX by Hrithik Roshan","U-17 Boys Lifestyle Tshirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 239","Rs. 799","(70% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","","NEW SEASON"
"4.3","35","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-lifestyle-boys-vibrant-orange-rapid-dry-solid-tshirts/14702102/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14702102/2022/4/26/bfea3e62-52f1-4ac3-9266-0d2857fb15bb1650972002330-HRX-by-Hrithik-Roshan-U-17-Lifestyle-Boys-Vibrant-Orange-Rap-1.jpg","HRX by Hrithik Roshan","U-17 Boys Lifestyle Tshirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 239","Rs. 799","(70% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","",""
"4","5","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-pink-printed-rapid-dry-t-shirt-with-reflective-strips/19019448/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19019448/2022/7/28/5543c16d-fc12-4c9e-a1b4-1aff3c728a691658992363059-HRX-by-Hrithik-Roshan-Women-Tshirts-9121658992362516-1.jpg","HRX by Hrithik Roshan","Women Brand Logo Printed T-shirt","XS,","S,","M,","L,","XL","Rs. 399","Rs. 799","(50% OFF)","XS","M","L","XL","","NEW SEASON"
"4.4","21","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-grey-melange-typography-printed-rapid-dry-training-t-shirt/18657886/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18657886/2022/6/16/7d27006e-85b8-4be3-b705-5c14a079de681655372101571-HRX-By-Hrithik-Roshan-Men-Training-Grey-Melange-Rapid-Dry-T--1.jpg","HRX by Hrithik Roshan","Rapid-Dry Training T-Shirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","L","XL","",""
"4.3","13","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-lifestyle-boys-jet-black-cotton-rapid-dry-typography-t-shirt/14702694/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14702694/2022/4/26/a0c20d5d-47fd-413e-bebb-8ac0377495341650972069908-HRX-by-Hrithik-Roshan-U-17-Lifestyle-Boys-Jet-Black-Cotton-R-1.jpg","HRX by Hrithik Roshan","U-17 Boys Lifestyle T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 239","Rs. 799","(70% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","","NEW SEASON"
"4","15","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-medieval-blue-bio-wash-brand-carrier-tshirts/18162544/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash Tshirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","","NEW SEASON"
"4.5","68","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-u-17-boys-teal-bio-wash-brand-carrier-t-shirts/18162550/buy","","HRX by Hrithik Roshan","U-17 Boys Lifestyle T-shirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 359","Rs. 599","(40% OFF)","8-9Y","10-11Y","14-15Y","16-17Y","",""
"4.1","105","|","https://www.myntra.com/innerwear-vests/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-solid-melange-lifestyle-innerwear-vests-pack-of-2/14097380/buy","","HRX by Hrithik Roshan","Lifestyle Innerwear Vests","S,","M,","L,","XL","","Rs. 494","Rs. 1099","(55% OFF)","S","M","L","","",""
"4.6","34","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-jet-black-bio-wash-brand-carrier-t-shirt/18162708/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash T-shirt","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","","NEW SEASON"
"4.7","27","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-girls-peach-amber-rapid-dry-typography-tshirts/17784294/buy","","HRX by Hrithik Roshan","U-17 Girls Rapid-Dry Tshirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 479","Rs. 799","(40% OFF)","8-9Y","12-13Y","14-15Y","16-17Y","",""
"4.5","19","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-sulphur-spring-bio-wash-brand-carrier-t-shirt/18162880/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash T-shirt","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","","NEW SEASON"
"4.4","281","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-navy-blue-colourblocked-bio-wash-lifestyle-tshirts/11245510/buy","","HRX by Hrithik Roshan","U-17 Boys Lifestyle   Pure Cotton Tshirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 359","Rs. 599","(40% OFF)","8-9Y","12-13Y","14-15Y","16-17Y","","TRENDING"
"4.5","11","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-typography-printed-rapid-dry-training-t-shirt/18657888/buy","","HRX by Hrithik Roshan","Rapid-Dry Training T-Shirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","L","XL","",""
"4.7","31","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-training-women-estate-blue-rapid-dry-typography-t-shirt/15177948/buy","","HRX by Hrithik Roshan","Training Rapid-Dry T-shirt","XS,","S,","M,","L,","XL","Rs. 494","Rs. 899","(45% OFF)","XS","S","M","L","",""
"4.6","38","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-sulphur-spring-bio-wash-brand-carrier-tshirts/18162844/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash Tshirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","M","L","XL","","",""
"4.1","46","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-running-men-black-antimicrobial-brand-carrier-running-t-shirt/18341270/buy","","HRX by Hrithik Roshan","Running Antimicrobial T-shirt","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","XXL","","","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-olive-green-rapid-dry-t-shirt/19018420/buy","","HRX by Hrithik Roshan","Men Rapid Dry T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XXL","","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-pure-cotton-solid-lifestyle-t-shirt/18192032/buy","","HRX by Hrithik Roshan","Men Cotton Lifestyle T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","M","L","XL","","",""
"4.3","15","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-running-men-black-antimicrobial-brand-carrier-running-t-shirt/18341288/buy","","HRX by Hrithik Roshan","Running Antimicrobial T-shirt","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","XL","","","NEW SEASON"
"4.4","65","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-outdoor-women-jet-black-bio-wash-typography-tshirts/14702232/buy","","HRX by Hrithik Roshan","Outdoor Bio-Wash Tshirts","XS,","S,","M,","L,","XL","Rs. 494","Rs. 899","(45% OFF)","XS","M","L","XL","",""
"4.3","48","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-jet-black-bio-wash-brand-carrier-t-shirt/18162584/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash T-shirt","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","",""
"4.4","8","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white-pure-cotton-t-shirt/18192040/buy","","HRX by Hrithik Roshan","Men Pure Cotton T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","M","L","XL","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-navy-blue--white-pure-cotton-typography-printed-t-shirt/19690338/buy","","HRX by Hrithik Roshan","Women Typography Printed T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","M","XL","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-red-printed-pure-cotton-t-shirt/18192054/buy","","HRX by Hrithik Roshan","Men Printed Cotton T-shirt","S,","M,","L,","XL,","XXL","Rs. 419","Rs. 699","(40% OFF)","S","M","L","XL","",""
"4.1","8","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-printed-t-shirt/18192050/buy","","HRX by Hrithik Roshan","Men Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 419","Rs. 699","(40% OFF)","S","M","L","XL","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-orange-typography-printed-rapid-dry-t-shirt/19018384/buy","","HRX by Hrithik Roshan","Men Printed Rapid Dry T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","","","NEW SEASON"
"3.8","11","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white--green-typography-printed-pure-cotton-t-shirt/18184828/buy","","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 419","Rs. 699","(40% OFF)","S","M","L","XL","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-typography-printed-cotton-t-shirt/18192020/buy","","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 419","Rs. 699","(40% OFF)","S","M","L","XL","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white--lavender-typography-printed-pure-cotton-t-shirt/18184834/buy","","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 419","Rs. 699","(40% OFF)","S","M","L","XL","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-grey-melange-typography-printed-lifestyle-t-shirt/18192036/buy","","HRX by Hrithik Roshan","Men Printed Lifestyle T-shirt","S,","M,","L,","XL,","XXL","Rs. 419","Rs. 699","(40% OFF)","S","M","L","XL","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-charcoal-running-rapid-dry-t-shirts/18657922/buy","","HRX by Hrithik Roshan","Men Rapid-Dry Running T-Shirt","S,","M,","L,","XL,","XXL","Rs. 405","Rs. 699","(42% OFF)","S","M","L","XXL","",""
"4.2","4.1k","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-ultralyte-men-navy-blue-running-t-shirt/10106331/buy","","HRX by Hrithik Roshan","Ultralyte Men Running T-shirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","L","","",""
"4.1","5.3k","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white--orange-printed-cotton-pure-cotton-t-shirt/1700927/buy","","HRX by Hrithik Roshan","Printed Cotton Pure Cotton T-shirt","S,","M,","L,","XL,","XXL","Rs. 494","Rs. 899","(45% OFF)","S","M","L","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-pink-brand-logo-print-extended-sleeves-t-shirt/20104322/buy","","HRX by Hrithik Roshan","Women Brand Logo T-shirt","XS,","S,","M,","L,","XL","Rs. 399","Rs. 799","(50% OFF)","XS","S","M","L","",""
"4.5","4","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-olive-green-brand-logo-print-detail-t-shirt/19468274/buy","","HRX by Hrithik Roshan","Print Detail T-shirt","S,","M,","L,","XL,","XXL","Rs. 479","Rs. 799","(40% OFF)","S","M","L","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-t-shirt/20104342/buy","","HRX by Hrithik Roshan","Men T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XXL","",""
"4.4","11","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-teal-t-shirt/20104346/buy","","HRX by Hrithik Roshan","Men T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","XL","XXL","",""
"4.2","91","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-green--blue-brand-logo-printed-pure-cotton-t-shirt/14703378/buy","","HRX by Hrithik Roshan","Men Brand Logo Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 494","Rs. 899","(45% OFF)","S","M","L","","","NEW SEASON"
"4.3","8","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-olive-green-typography-printed-rapid-dry-training-t-shirt/18657884/buy","","HRX by Hrithik Roshan","Rapid-Dry Training T-Shirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","XL","","",""
"4.1","28","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-u-17-boys-navy-bio-wash-brand-carrier-t-shirts/18162506/buy","","HRX by Hrithik Roshan","U-17 Boys Lifestyle Tshirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 359","Rs. 599","(40% OFF)","12-13Y","14-15Y","16-17Y","","",""
"4.6","36","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-active-girls-white-rapid-dry-brand-carrier-t-shirt/14702408/buy","","HRX by Hrithik Roshan","U-17 Girls Active T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 255","Rs. 799","(68% OFF)","10-11Y","12-13Y","14-15Y","","",""
"4.4","207","|","https://www.myntra.com/briefs/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-solid-antimicrobial-lifestyle-briefs/14097736/buy","","HRX by Hrithik Roshan","Lifestyle Antimicrobial Briefs","S,","M,","L,","XL","","Rs. 192","Rs. 549","(65% OFF)","S","L","XL","","",""
"4","5","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black--olive-green-rapid-dry-t-shirt/19018380/buy","","HRX by Hrithik Roshan","Men Rapid Dry T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","","","NEW SEASON"
"3.9","53","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-training-men-dark-grey-melange-antimicrobial-brand-carrier-tshirts/18341282/buy","","HRX by Hrithik Roshan","Training Antimicrobial Tshirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","","",""
"3.9","53","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-training-men-dark-grey-melange-antimicrobial-brand-carrier-tshirts/18341282/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18341282/2022/6/2/f5183b28-0cb2-4f16-b78d-2966a712557c1654152191938-HRX-by-Hrithik-Roshan-Men-Charcoal-T-shirt-9851654152191267-1.jpg","HRX by Hrithik Roshan","Training Antimicrobial Tshirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-grey-rapid-dry-t-shirt/19018444/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19018444/2022/7/26/9dacd33c-897e-4aa4-a3a2-b150e63e477e1658828149805-HRX-by-Hrithik-Roshan-Men-Tshirts-2091658828149346-1.jpg","HRX by Hrithik Roshan","Men Rapid Dry T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","XL","","","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-typography-printed-pure-cotton-t-shirt/19272142/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19272142/2022/8/18/3532c860-f774-40c8-8d89-2ab1759c8bc41660799406913-HRX-by-Hrithik-Roshan-Black-Regular-Fit-Tshirts-474166079940-1.jpg","HRX by Hrithik Roshan","Men Typography Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","L","XL","XXL","","NEW SEASON"
"4.6","5","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-black-brand-logo-print-detail-cotton-t-shirt/18298928/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18298928/2022/6/3/f6f9ef6c-9164-409b-84eb-bdec60ce7d6f1654245628914-HRX-by-Hrithik-Roshan-Black-Womens-Lifestyle-Tshirts-2331654-1.jpg","HRX by Hrithik Roshan","Brand Logo Cotton T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","M","L","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black--grey-colourblocked-rapid-dry-t-shirt/19018454/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19018454/2022/7/26/7f76e4ea-fc03-4882-87e5-ad53198599c51658831941141-HRX-by-Hrithik-Roshan-Men-Tshirts-3941658831940666-1.jpg","HRX by Hrithik Roshan","Men Rapid Dry T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","","","NEW SEASON"
"4.5","16","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-medieval-blue-bio-wash-brand-carrier-tshirts/18163092/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18163092/2022/7/18/d65c1b3f-c7a2-4716-9cee-8e7ee2dfe6ff1658131752702-HRX-by-Hrithik-Roshan-Men-Tshirts-3601658131752256-1.jpg","HRX by Hrithik Roshan","Lifestyle Bio-Wash Tshirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","","NEW SEASON"
"4.4","89","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-training-men-formula-red-rapid-dry-typography-tshirts/15177880/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15177880/2022/5/19/b0590ee2-c675-466e-9088-591662414f8a1652951281572-HRX-by-Hrithik-Roshan-Men-Tshirts-7611652951281125-1.jpg","HRX by Hrithik Roshan","Training Rapid-Dry Tshirts","S,","M,","L,","XL,","XXL","Rs. 494","Rs. 899","(45% OFF)","S","M","L","","",""
"3.9","99","|","https://www.myntra.com/briefs/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-navy-blue-solid-antimicrobial-lifestyle-briefs-hrss21wbf/14097610/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14097610/2021/10/11/d7cc9896-e742-447e-82dd-e9209eb260481633941547077-HRX-by-Hrithik-Roshan-Women-Briefs-3441633941546478-1.jpg","HRX by Hrithik Roshan","Lifestyle Antimicrobial Briefs","S,","M,","L,","XL","","","","","S","L","XL","","","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-brand-logo-printed-pure-cotton-t-shirt/18192042/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18192042/2022/7/19/e464cf62-3602-4e65-9caf-03a92689b7a51658207076461-HRX-by-Hrithik-Roshan-Men-Black-Brand-Logo-Printed-Pure-Cott-1.jpg","HRX by Hrithik Roshan","Men Brand Logo Printed T-shirt","S,","M,","L,","XL,","XXL","Rs. 419","Rs. 699","(40% OFF)","S","M","L","XL","","NEW SEASON"
"4.4","37","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-active-girls-french-blue-rapid-dry-typography-tshirt/14702436/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14702436/2022/3/21/4665c329-bc5e-4d8f-b4ff-8bd3e423ddd51647857018597-HRX-by-Hrithik-Roshan-U-17-Active-Girls-French-Blue-Rapid-Dr-1.jpg","HRX by Hrithik Roshan","U-17 Girls Active Tshirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 295","Rs. 799","(63% OFF)","12-13Y","14-15Y","16-17Y","","",""
"4.8","5","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-blue-printed-round-neck-t-shirt/1700534/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1700534/2017/3/6/11488793736958-HRX-by-Hrithik-Roshan-Men-Blue-Printed-Round-Neck-T-Shirt-7081488793736780-1.jpg","HRX by Hrithik Roshan","Printed Round Neck T-Shirt","S,","M,","L,","XL","","Rs. 359","Rs. 799","(55% OFF)","S","M","","","",""
"","","","https://www.myntra.com/track-pants/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-grey-melange-solid-joggers/18271140/buy","","HRX by Hrithik Roshan","Boys Solid Joggers","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 491","Rs. 1199","(59% OFF)","10-11Y","12-13Y","16-17Y","","",""
"4.4","22","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-u-17-boys-neon-lime-bio-wash-brand-carrier-tshirts/18162590/buy","","HRX by Hrithik Roshan","U-17 Boys Lifestyle Tshirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 359","Rs. 599","(40% OFF)","8-9Y","14-15Y","16-17Y","","",""
"4.4","48","|","https://www.myntra.com/shorts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-girls-jet-black-solid-lycra-bio-wash-lifestyle-shorts/13701776/buy","","HRX by Hrithik Roshan","U-17 Girls Lycra Shorts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 479","Rs. 1599","(70% OFF)","10-11Y","12-13Y","16-17Y","","",""
"4.3","216","|","https://www.myntra.com/briefs/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-solid-antimicrobial-lifestyle-briefs/14097708/buy","","HRX by Hrithik Roshan","Lifestyle Antimicrobial Briefs","S,","M,","L,","XL","","Rs. 247","Rs. 549","(55% OFF)","S","L","","","",""
"4.2","502","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-green-solid-bio-wash-yoga-pure-cotton-t-shirts/11999490/buy","","HRX by Hrithik Roshan","Yoga Bio-Wash Pure Cotton T-shirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","XL","","",""
"4.4","9","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black--grey-rapid-dry-t-shirt/19018388/buy","","HRX by Hrithik Roshan","Men Rapid Dry T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","","","NEW SEASON"
"4.2","99","|","https://www.myntra.com/briefs/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-coral-almond-printed-antimicrobial-lifestyle-briefs/14097530/buy","","HRX by Hrithik Roshan","Lifestyle Antimicrobial Briefs","S,","M,","L,","XL","","","","","M","L","","","","NEW SEASON"
"3.9","105","|","https://www.myntra.com/briefs/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-purp-heather-antimicrobial-lifestyle-briefs/14097678/buy","","HRX by Hrithik Roshan","Lifestyle Antimicrobial Briefs","S,","M,","L,","XL","","","","","M","L","","","","NEW SEASON"
