Mobile Phone,Total Ratings, Price ,Text1,Model Name,OS,Display,Display Type,Battery Capacity,,
        (Renewed) Realme 3 (4GB RAM) 64GB Radiant Blue       ,18 ratings," ₹ 7,799.00 ",Realme,Realme 3,,         6.22 inches    ,4230,         4 GB    ,,
        itel A23S (5'' FWVGA Display | 4G Volte | 3020mAh Battery with AI Power Master|32GB+2GB Memory |Face Unlock |2MP AI Rear Camera)_Sky Black       ,,,Itel,A511LQ,"Go Edition, Android 11.0",         12.7 cm    ,         LCD    ,4000,,
"        Micromax in 2B (Green, 4GB RAM, 64GB Storage)       ",1 rating,,Micromax,IN 2B,Android,         6.52 inches    ,         LCD    ,5000,,
"        (Renewed) Redmi 9 Prime (Matte Black, 4GB RAM, 128GB Storage) - Full HD+ Display & AI Quad Camera       ",8 ratings," ₹ 9,499.00 ",Redmi,Redmi 9 Prime-cr,Android 10.0,         6.53 inches    ,5020,         4 GB    ,,
"        (Renewed) Realme C25Y (Glacier Blue, 4GB RAM, 64GB Storage)       ",4 ratings,,Realme,Realme C25Y,Android 11,,,,,
"        I KALL Z11 Smartphone (6.53 Inch HD+ Display) (4GB, 64GB) | Sky Blue       ",2 ratings,,IKALL,Sky Blue,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        (Renewed) Mi A2 (Blue, 64GB)       ",674 ratings," ₹ 8,888.00 ",MI,Mi A2,Android 8.1,         5.99 inches    ,         2160 x 1080    ,3010,,
"        (Renewed) Redmi 9i (Nature Green, 4GB RAM, 128GB Storage)       ",183 ratings," ₹ 8,999.00 ",Redmi,,Android,         6.53 inches    ,         LCD    ,5000,,
"        I KALL K570 Smartphone (6.53 Inch HD+ Display, 4GB, 64GB) (4G Volte) (Sapphire)       ",2 ratings," ₹ 7,599.00 ",IKALL,Sapphire,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
        Maplin Map-2 Eco (4GB / 32 GB) with 5.5 Inch Touchscreen and 4000 mAh Smartphone (Prism Black)       ,,,MAPLIN,Maplin-Map2 Eco-Prism Black,Android 7.0,         5.5 inches    ,         Waterdrop full screen display Display    ,4000,,
        itel A49 (6.6'' HD+IPS Waterdrop Display| 32GB+2GB Memory |Dual Security(Fingerprint+Face Unlock) |4000mAh Powerful Battery| Sky Cyan       ,31 ratings,,Itel,A661L,"Go Edition, Android 11.0",4000,     2 GB   ,"     Bluetooth, Wi-Fi, USB   ",,
"        I KALL K440 Smartphone (6.53HD+ Display, 4GB, 64GB) (Gray)       ",11 ratings,,IKALL,Grey,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        (Renewed) OnePlus 3 (Graphite, 64GB)       ",210 ratings," ₹ 8,999.00 ",OnePlus,3,Android,         5.5 inches    ,         1920 x 1080    ,3000,,
"        I KALL K570 Smartphone (6.53 Inch HD+ Display, 4GB, 64GB) (4G Volte) (Jude Green)       ",2 ratings," ₹ 7,599.00 ",IKALL,Jude Green,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        I KALL Z11 Smartphone (6.53 Inch HD+ Display) (4GB, 64GB) | Cyan       ",2 ratings,,IKALL,Cyan,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        (Renewed) Tecno Spark 9 (Sky Mirror, 4GB RAM, 64GB Storage)| Upto 7GB Expandable RAM | 90Hz Refresh Rate | 6.6"" HD+Display | 13MP Dual Camera | 5000mAh Battery | Helio G37 Gaming Processor       ",,,Tecno,Spark 9,HiOS 8.6 based on Android 12,,,,,
"        (Renewed) Redmi 9A (Nature Green, 3GB Ram, 32GB Storage)       ",25 ratings," ₹ 6,499.00 ",Redmi,,Android 10.0,         6.53 inches    ,         1600 x 720    ,5000,,
        Maplin Map-2 Eco (4GB / 32 GB) with 5.5 Inch Touchscreen and 4000 mAh Smartphone (Prism Gold)       ,,,MAPLIN,Maplin-Map2 Eco-Prism gold,Android 7.0,,,,,
"        (Renewed) REDMI 9i Sport (Coral Green, 64 GB) (4 GB RAM)       ",3 ratings,,Xiaomi,,Android,,,,,
"        (Renewed) Tecno Spark 9T (Turquoise Cyan, 4GB RAM, 64GB Storage)|50MP SuperNight Triple Camera|7GB Large RAM with Memory Fusion|6.6"" FHD+Dot Display|18W Flash Charger|Helio G35 Processor       ",,,Tecno,Spark 9T,HiOS 7.6 based on Android 11,,,,,
"        (Renewed) Xiaomi Redmi Note 7 (3GB 32GB , Sapphire Blue)       ",46 ratings,,Xiaomi,Note 7,Android,,,,,
"        (Renewed) Lava Z21 (2GB RAM, 32GB ROM)-Cyan| Octa Core Processor| Stock Android 11| Powerful 3100 mAh Battery       ",15 ratings,,Lava,Lava Z21,Stock Android 11 Go,,,,,
"        I KALL K525 Smartphone (4GB, 64GB) (6.26 Inch HD Display) | Gold       ",18 ratings,,IKALL,Gold,Android 10.0,,,,,
"        (Renewed) Asus Zenfone Max Pro M1 (Black, 64 GB) (4 GB RAM) | 5000 mAh Battery (Black)       ",471 ratings," ₹ 6,990.00 ",ASUS,Zenfone Max Pro M1,Android,         5.99 inches    ,5000,         4 GB    ,,
"        (Renewed) Nokia C30, 6000 mAh Battery, 6.82” HD+ Screen, 3 + 32GB Memory       ",5 ratings," ₹ 8,498.00 ",Nokia,Nokia C3 3/32,Android R,         IPS+Incell    ,6000,         3 GB    ,,
"        Lenovo K9 (Blue, 32 GB) (3 GB RAM)       ",284 ratings,,,,,     Lithium Ion   ,     3000 Milliamp Hours   ,     Front   ,,
"        IKALL K570 Smartphone (6.53HD+, 4GB, 64GB) (Sky Blue)       ",27 ratings,,IKALL,Sky Blue,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        IKALL K570 Smartphone (6.53HD+, 4GB, 64GB) (Sky Blue)       ",27 ratings,,IKALL,Sky Blue,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        Nokia C30, 6000 mAh Battery, 6.82 Inch HD+ Screen, 3 + 32GB Memory (Green)       ",216 ratings,,Nokia,Nokia C3 3/32,Android R,         6.82 inches    ,         IPS+Incell    ,6000,,
        Nokia 2.2 Black 3/32       ,236 ratings,,Nokia,NOKIA 2.2,Android,         5.71 inches    ,         3000 Milliamp Hours    ,         3 GB    ,,
        Maplin S10 5G (4 GB / 64 GB) with 5.99 Inch FHD Smartphone (Royal Blue)       ,,,Maplin,Maplin-S10-Blue,Android 10.0,,,,,
"        (Renewed) Nokia C30, 6000 mAh Battery, 6.82” HD+ Screen, 3 + 32GB Memory       ",5 ratings," ₹ 8,789.00 ",Nokia,Nokia C3 3/32,Android R,         IPS+Incell    ,6000,         3 GB    ,,
"        (Renewed) Mi A2 (Red, 64GB)       ",674 ratings," ₹ 8,890.00 ",MI,Mi A2,Android 8.1,,,,,
"        (Renewed) Redmi Poco C3 (Lime Green, 3 RAM / 32 Storage)       ",114 ratings,,Redmi,,Android,,,,,
"        (Renewed) Redmi 6 Pro (Blue, 4GB RAM, 64GB Storage)       ",57 ratings," ₹ 8,722.00 ",MI,Redmi 6 Pro,Android 8.1,         5.84 inches    ,         2280 x 1080    ,4000,,
"        I KALL K401 Smartphone (6.26 Inch HD+ Display, 4GB, 64GB, 4G Volte) (Green)       ",,,IKALL,Green,Android 10.0,,,,,
"        (Renewed) Vivo Y12 (Burgundy Red, 3GB RAM, 64GB Storage) Without Offer       ",5 ratings," ₹ 8,999.00 ",Vivo,,Android 9.0,         6.35 inches    ,         720 x 1544    ,5000,,
"        Micromax in 2B (Green, 4GB RAM, 64GB Storage)       ",110 ratings,,Generic,,Android,         6.52 inches    ,         5000 Milliamp Hours    ,         4 GB    ,,
"        (Renewed) Nokia C21 Plus Android Smartphone, Dual SIM, 3-Day Battery Life, 4GB RAM + 64GB Storage, 13MP Dual Camera with HDR | Warm Grey       ",," ₹ 9,940.00 ",Nokia,Nokia C21 Plus (4/64),Android 11.0,         LCD    ,5050,         4 GB    ,,
"        I KALL Z11 Smartphone (4GB, 64GB) (Sky Blue)       ",5 ratings,,IKALL,Sky Blue,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
        Maplin MAP.2 Pro (6 GB / 128 GB) with 6.26 Inch Touchscreen and 5000 mAh Smartphone (Light Silver)       ,3 ratings,,MAPLIN,Maplin Map2 Pro - Light Silver,Android 8.1,         6.26 inches    ,         Waterdrop full screen 6.26 inch Display    ,         5000 Milliamp Hours    ,,
"        (Renewed) Redmi 9 Activ (Coral Green, 4GB RAM, 64GB Storage)       ",3 ratings," ₹ 9,499.00 ",Redmi,Redmi 9 Activ-cr,Android 10.0,         6.53 inches    ,         AMOLED    ,         5000 Milliamp Hours    ,,
"        (Renewed) Redmi 9A (Sea Blue, 3Gb Ram, 32Gb Storage)       ",31 ratings," ₹ 6,499.00 ",Redmi,,Android 10.0,         6.53 inches    ,         1600 x 720    ,5000,,
"        (Renewed) REDMI 9i Sport (Carbon Black, 64 GB) (4 GB RAM)       ",2 ratings,,Xiaomi,,Android 10.0,,,,,
"        SHIVANSH YU Yureka 2 4G Volte Smartphone All 4G SIM Working (Champagne, 64 GB) (4 GB RAM)       ",12 ratings,,SHIVANSH,Yureka 2 Champagne,Android 6.0,         5.5 inches    ,         LCD    ,         3930 Milliamp Hours    ,,
"        (Renewed) Redmi Note 6 Pro 64GB (Blue, 4GB RAM)       ",108 ratings," ₹ 8,889.00 ",Redmi,Note 6 Pro,Android,         6.26 inches    ,         LCD    ,4000,,
"        I KALL K475 Smartphone (4GB, 64GB) (6.26 Inch HD+ Display) (Gold)       ",,,IKALL,Gold,Android 10.0,,,,,
"        (Renewed) Redmi 9 Activ (Carbon Black, 4GB RAM, 64GB Storage)       ",," ₹ 9,499.00 ",Redmi,Redmi 9 Activ-cr,Android 10.0,         6.53 inches    ,         AMOLED    ,         5000 Milliamp Hours    ,,
        itel Vision3 Turbo (6.6-inch HD+ IPS Waterdrop Display| 3GB RAM+3GB Turbo RAM and 64GB ROM Memory |18W Fast Charging | 5000mAh Battery |Fingerprint Sensor + Face Unlock)_Jewel Blue       ,17 ratings,,Itel,S661LP,Android 11.0,5000,     3 GB   ,"     Bluetooth, Wi-Fi, USB   ",,
"        (Renewed) Nokia C3 Sand, 2GB RAM, 16GB Storage       ",101 ratings," ₹ 6,979.00 ",Nokia,,Android 10.0,         5.99 inches    ,         720 x 1440    ,         2 GB    ,,
        Maplin MAP.2 Pro (6 GB / 128 GB) with 6.26 Inch Touchscreen and 5000 mAh Smartphone (Light Silver)       ,3 ratings,,MAPLIN,Maplin Map2 Pro - Light Silver,Android 8.1,         6.26 inches    ,         Waterdrop full screen 6.26 inch Display    ,         5000 Milliamp Hours    ,,
        itel Vision3 Turbo (6.6-inch HD+ IPS Waterdrop Display| 3GB RAM+3GB Turbo RAM and 64GB ROM Memory |18W Fast Charging | 5000mAh Battery |Fingerprint Sensor + Face Unlock)_Jewel Blue       ,17 ratings,,Itel,S661LP,Android 11.0,5000,     3 GB   ,"     Bluetooth, Wi-Fi, USB   ",,
"        I KALL Z11 Smartphone (4GB, 64GB) (Sky Blue)       ",5 ratings,,IKALL,Sky Blue,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        (Renewed) OPPO A11K (Deep Blue, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers       ",15 ratings," ₹ 7,099.00 ",Oppo,,Android 9.0,         6.22 inches    ,         1520 x 720    ,4230,,
"        (Renewed) Redmi 9 Activ (Carbon Black, 4GB RAM, 64GB Storage)       ",," ₹ 9,499.00 ",Redmi,Redmi 9 Activ-cr,Android 10.0,         6.53 inches    ,         AMOLED    ,         5000 Milliamp Hours    ,,
"        (Renewed) POCO C31 (Shadow Gray, 64 GB) (4 GB RAM)       ",3 ratings,,Poco,C31,Android 10.0,,,,,
"        (Renewed) Nokia C3 Sand, 2GB RAM, 16GB Storage       ",101 ratings," ₹ 6,979.00 ",Nokia,,Android 10.0,         5.99 inches    ,         720 x 1440    ,         2 GB    ,,
"        I KALL K440 Smartphone (6.53HD+ Display, 4GB, 64GB) (Cyan)       ",11 ratings,,IKALL,Cyan,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
        HTC Desire 620G (Santroni White)       ,"1,272 ratings",,HTC,Desire 620G,"Android OS, v4.4.4 (KitKat)",,,,,
"        (Renewed) realme C21Y (Cross Black, 3GB RAM, 32GB Storage), Medium       ",3 ratings,,Realme,C21Y,Android 11,,,,,
"        (Renewed) Xiaomi Redmi Note 4 (Gold, 32GB)       ",57 ratings," ₹ 7,250.00 ",MI,Redmi Note 4,Android,,,,,
"        (Renewed) Mi Redmi 6 (Gold, 3GB RAM, 64GB Storage)       ",194 ratings," ₹ 8,500.00 ",MI,Redmi 6,Android 8.1,         5.45 inches    ,         1440 x 720    ,3000,,
"        I KALL Z11 Smartphone (6.53 Inch HD+ Display) (4GB, 64GB) (Grey)       ",2 ratings,,IKALL,Z11,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        (Renewed) Lenovo Phab 2 Plus (Gold, 32GB)       ",15 ratings," ₹ 7,199.00 ",Lenovo,Phab 2 Plus,Android,         6.4 inches    ,         1080 x 1920    ,4050,,
"        (Renewed) Samsung Galaxy M11 (Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers       ",37 ratings," ₹ 9,099.00 ",Samsung,,Android 10.0,,,,,
"        (Renewed) Redmi 9A Sport (Coral Green, 3GB RAM, 32GB Storage)       ",," ₹ 7,290.00 ",Redmi,Redmi 9A Sport-cr,Android 10.0,         6.53 inches    ,         AMOLED    ,         5000 Milliamp Hours    ,,
"        I KALL Z11 Smartphone (4GB, 64GB) (Gray)       ",5 ratings,,IKALL,Z11,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        (Renewed) Oppo A16k (White, 4GB RAM, 64GB Storage) Without Offers       ",1 rating," ₹ 9,999.00 ",Oppo,A16k,Android 11,         LCD    ,4230,         4 GB    ,,
        itel A25 Gradation Blue       ,147 ratings,,Itel,A25,Android 9.0,         5 inches    ,         1920 x 1080    ,3020,,
"        (Renewed) Asus Zenfone 3 Max ZC553KL (Grey, 32GB)       ",77 ratings," ₹ 6,999.00 ",ASUS,Zenfone 3 Max,Android,,,,,
"        (Renewed) Nokia C20 Plus Ocean Blue, 6.5"" HD+ Screen, 32GB Storage, 2GB RAM       ",34 ratings," ₹ 7,450.00 ",Nokia,Nokia C20 Plus,Android 11 (Go edition),         TFT IPS    ,5000,         2 GB    ,,
"        (Renewed) Realme C15 (Power Blue, 3GB RAM, 32GB Storage)       ",9 ratings," ₹ 8,929.00 ",Realme,,Android 10.0,         6.52 inches    ,6000,         3 GB    ,,
"        (Renewed) Xiaomi Redmi Note 4 (Gold, 64GB)       ",96 ratings," ₹ 8,490.00 ",MI,Redmi Note 4,Android,         5.5 inches    ,         1920 x 1080    ,4100,,
"        I KALL K525 Smartphone (4GB, 64GB, Android 10) (Gold)       ",2 ratings," ₹ 7,124.00 ",IKALL,Gold,Android 10.0,         6.26 inches    ,         LCD    ,         4000 Milliamp Hours    ,,
        Nokia 2.2 2/16 Steel       ,317 ratings,,Nokia,,,         5.71 inches    ,3000,         2 GB    ,,
        Infinix Smart 5 Aegean Blue 32 GB (2 GB RAM)       ,4 ratings,,Infinix,X688C,Android 4.0,         6.82 inches    ,         FHD+    ,         6000 Milliamp Hours    ,,
"        (Renewed) Motorola E7 Power (Tahiti Blue, 64 GB) (4 GB RAM)       ",61 ratings," ₹ 9,999.00 ",Motorola,E7 POWER,Android,,,,,
        Maplin Map3 Pro (6GB / 64 GB) with 6.26 Inch Touchscreen and 5000 mAh Smartphone in Prism Blue Colour       ,1 rating,,MAPLIN,Maplin-Map3 Pro-Prism Blue,Android 10.0,         6.26 inches    ,         Waterdrop full screen display Display    ,         5000 Milliamp Hours    ,,
"        (Renewed) Micromax in 2B (Green, 4GB RAM, 64GB Storage)       ",4 ratings,,Micromax,,Android,,,,,
"        I KALL K440 Smartphone (6.53HD+ Display, 4GB, 64GB) (Sky Blue)       ",11 ratings,,IKALL,Sky Blue,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        (Renewed) Micromax Canvas 1 C1 (Chrome Black, 16GB)       ",5 ratings," ₹ 6,500.00 ",Micromax,Canvas 1,Android,         5 inches    ,         1280 x 720    ,2500,,
"        Nokia 3.1 Plus (White, 3GB RAM, 32GB Storage)       ",246 ratings,,Nokia,,Android,         6 inches    ,         3500 Milliamp Hours    ,         3 GB    ,,
"        IKALL Z10 Smartphone (6.53HD+, 4GB, 64GB) (20MP Camera, Cyan)       ",18 ratings,,IKALL,Cyan,Android 10.0,,,,,
"        (Renewed) OPPO A12 (Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers       ",17 ratings," ₹ 9,999.00 ",Oppo,,Android 9.0,,,,,
"        IKALL Z10 Smartphone (6.53HD+, 4GB, 64GB) (20MP Camera, Sky Blue)       ",18 ratings,,IKALL,Sky Blue,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        Tecno Spark 9 (Infinity Black, 6GB RAM 128GB Storage)       ",1 rating,,Generic,,Android 12,         6.6 inches    ,         5000 Milliamp Hours    ,         6 GB    ,,
"        (Renewed) Mi Redmi 6 (Black, 3GB RAM, 64GB Storage)       ",194 ratings," ₹ 7,500.00 ",MI,Redmi 6,Android 8.1,,,,,
"        Tecno Spark 6 Go Ice Jadeite, 4GB RAM, 64GB Storage       ",57 ratings,,Tecno,,,,,,,
"        (Renewed) Redmi 6A (Blue, 2GB RAM, 16GB Storage)       ",11 ratings," ₹ 6,750.00 ",MI,Redmi 6A,Android 8.1,         5.45 inches    ,         1440 x 720    ,3000,,
"        I KALL K480 Smartphone (4GB, 64GB) (6.53 Inch Display) | Sky Blue       ",9 ratings,,IKALL,Sky Blue,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        Nokia 3.1 (White, 32GB)       ",358 ratings,,Nokia,Nokia 3.1,Android 8.0,         5.2 inches    ,         1280 x 720    ,2990,,
"        I KALL Z11 Smartphone (4GB, 64GB) (Cyan)       ",5 ratings,,IKALL,Cyan,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        (Renewed) Micromax in 2B (Black, 4GB RAM, 64GB Storage)       ",3 ratings,,Micromax,,,,,,,
"        (Renewed) Redmi 6 Pro (Red, 3GB RAM, 32GB Storage)       ",41 ratings," ₹ 6,999.00 ",MI,Redmi 6 Pro,Android 8.1,,,,,
        Lyf Wind 7 Black LS-5016 2GB RAM 16GB ROM 8MP 5MP       ,186 ratings," ₹ 4,999.00 ",LYF,,Android,         5 inches    ,         720x1280    ,3000,,
"        I KALL K525 Smartphone (4GB, 64GB) (6.26 Inch HD Display) | Sky Blue       ",18 ratings,,IKALL,Sky Blue,Android 10.0,,,,,
"        (Renewed) Nokia C20 Plus Dark Grey, 6.5"" HD+ Screen, 32GB Storage, 2GB RAM       ",34 ratings," ₹ 6,985.00 ",Nokia,Nokia C20 Plus,Android 11 (Go edition),         TFT IPS    ,5000,         2 GB    ,,
"        (Renewed) Nokia 5.3 Android One Smartphone with Quad Camera, 4 GB RAM and 64 GB Storage - Charcoal       ",201 ratings," ₹ 9,999.00 ",Nokia,,Android,         720 x 1640    ,4000,         4 GB    ,,
"        I KALL Z6 Smartphone (6.26 Inch, 4GB, 64GB, 4G Volte) (Sky Blue)       ",3 ratings," ₹ 7,124.00 ",IKALL,Sky Blue,Android 10.0,         6.26 inches    ,         LCD    ,         4000 Milliamp Hours    ,,
        Maplin MAP3 Pro (6GB / 64GB) with 6.26 Inch Touchscreen and 5000 mAh Smartphone (Phantom Black)       ,,,MAPLIN,Maplin-MAP3 Pro -Phantom Black,Android 10.0,,,,,
"        (Renewed) Micromax in Note 1 (Green, 4GB RAM, 64GB Internal Storage)       ",47 ratings," ₹ 7,999.00 ",Micromax,,Android,         6.67 inches    ,5000,         4 GB    ,,
"        (Renewed) Mi Redmi Note 6 Pro (Red, 64 GB, 4 GB RAM)       ",63 ratings," ₹ 8,989.00 ",MI,Note 6 Pro,Android,,,,,
"        (Renewed) Samsung Galaxy M31 (Space Black, 6GB RAM, 64GB Storage)       ",456 ratings," ₹ 9,999.00 ",Samsung,Galaxy M31,Android 10.0,,,,,
"        Samsung A03 Core (Onyx, 2GB, 32GB)       ",,,Samsung,A03 Core,Android 12,         LCD    ,5000,         32 GB    ,,
"        (Renewed) Realme 3 (Dynamic Black, 3GB RAM, 64GB Storage)       ",8 ratings," ₹ 7,999.00 ",Realme,Realme 3,Android 9.0,         6.22 inches    ,         1520 x 720    ,4230,,
"        (Renewed) realme C21Y (Cross Blue, 3GB RAM, 32GB Storage), Medium       ",3 ratings," ₹ 7,890.00 ",Realme,C21Y,Android 11,         LCD    ,5000,         3 GB    ,,
"        (Renewed) Samsung Galaxy M02 (Blue,3GB RAM, 32GB Storage)       ",38 ratings," ₹ 6,699.00 ",Samsung,Samsung Galaxy M02,Android 10.0,         6.5 inches    ,         LCD    ,5000,,
"        (Renewed) Redmi 9A Sport (Carbon Black, 2GB RAM, 32GB Storage)       ",," ₹ 6,990.00 ",Redmi,Redmi 9A Sport-cr,Android 10.0,         6.53 inches    ,         AMOLED    ,         5000 Milliamp Hours    ,,
"        A16K (4GB RAM, 64GB Storage)       ",,,Generic,A16K,Android 10.0,,,,,
"        Comio C2 (Royal Black, 16GB)       ",32 ratings,,COMIO,C2,Android,         5 inches    ,         1280 x 720    ,4000,,
"        (Renewed) Redmi 9 Activ (Metallic Purple, 4GB RAM, 64GB Storage)       ",1 rating," ₹ 9,499.00 ",Redmi,Redmi 9 Activ-cr,Android 10.0,         6.53 inches    ,         AMOLED    ,         5000 Milliamp Hours    ,,
"        (Renewed) Nokia C20 Plus Grey, 6.5"" HD+ Screen, 32GB Storage, 3GB RAM       ",34 ratings," ₹ 7,899.00 ",Nokia,Nokia C20 Plus,Android 11 (Go edition),         TFT IPS    ,5000,         3 GB    ,,
"﻿""        (Renewed) Realme 3 (Radiant Blue", 3GB RAM,"  64GB Storage)       "" ","₹ 7,799.00",3 GB RAM,Realme,Realme 3,Android 9.0,         6.22 inches    ,"
                ‎1520 x 720 ","
                ‎1 Lithium Polymer batteries required. (included) "
"        Nokia 3.2 (Steel, 2GB RAM, 16GB Storage)       ",373 ratings,,,,,         6.26 inches    ,         720 x 1520    ,4000,,
"        (Renewed) Mi Redmi 4A (Gold, 16GB)       ",85 ratings," ₹ 6,280.00 ",MI,Redmi 4A,Android,,,,,
"        I KALL Z6 Smartphone (6.26 Inch, 4GB, 64GB, 4G Volte) (Green)       ",3 ratings," ₹ 7,124.00 ",IKALL,Green,Android 10.0,         6.26 inches    ,         LCD    ,         4000 Milliamp Hours    ,,
"        (Renewed) Nokia 5.4 (Dusk, 4GB RAM, 64GB Storage)       ",14 ratings," ₹ 9,999.00 ",Nokia,,Android 10.0,         LCD    ,4000,         4 GB    ,,
        itel A23S (5'' FWVGA Display | 4G Volte | 3020mAh Battery with AI Power Master|32GB+2GB Memory |Face Unlock |2MP AI Rear Camera)_Sky Cyan       ,,,Itel,A511LQ,"Go Edition, Android 11.0",         12.7 cm    ,         LCD    ,4000,,
"        I KALL Z10 Smartphone (4GB, 64GB) | Fingerprint Sensor | Fast Charging | Gray       ",2 ratings," ₹ 7,599.00 ",IKALL,Gray,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        (Renewed) Redmi Note 9 (Pebble Grey, 4GB RAM, 128GB Storage) - 48MP Quad Camera & Full HD+ Display       ",10 ratings," ₹ 9,999.00 ",Redmi,Redmi Note 9-cr,Android 10.0,         6.53 inches    ,5020,         4 GB    ,,
"        I KALL Z10 Smartphone (4GB, 64GB) | Fingerprint Sensor | Fast Charging | Gray       ",2 ratings," ₹ 7,599.00 ",IKALL,Gray,Android 10.0,         6.53 inches    ,         LCD    ,         5000 Milliamp Hours    ,,
"        Nokia C20 Plus Blue, 6.5"" HD+ Screen, 32GB Storage, 2GB RAM       ",1 rating,,Generic,,Android 10.0,         6.5 inches    ,         2 GB    ,         32 GB    ,,
"        (Renewed) Xiaomi Redmi 6A (Black, 16GB)       ",47 ratings," ₹ 6,499.00 ",MI,Redmi 6A,Android 8.1,         5.45 inches    ,         1440 x 720    ,3000,,
"        (Renewed) Tecno Spark 7 (Morpheus Blue, 2GB RAM, 32 GB Storage) - 6000mAh Battery|16 MP Dual Camera| 6.52” Dot Notch Display| Octa Core Processor       ",2 ratings," ₹ 7,248.00 ",Tecno,Tecno Spark 7 (2/32GB),"HiOS 7.5, Android 11 (Go Edition)",         LCD    ,6000,         2 GB    ,,
        Vivo Y53 (Crown Gold)       ,207 ratings,,Vivo,Y53,Android,,,,,
"        (Renewed) Redmi 9i [Midnight Black, 4GB RAM, 128GB Storage]       ",183 ratings," ₹ 8,439.00 ",Redmi,,Android,         6.53 inches    ,         LCD    ,5000,,
"        (Renewed) Mi Redmi 6 (Blue, 3GB RAM, 64GB Storage)       ",194 ratings," ₹ 8,800.00 ",MI,Redmi 6,Android 8.1,,,,,
"        I KALL K525 Smartphone (4GB, 64GB, Android 10) (Tarnish)       ",2 ratings," ₹ 7,124.00 ",IKALL,Tarnish,Android 10.0,         6.26 inches    ,         LCD    ,         4000 Milliamp Hours    ,,
        Lava A77 (Blue)       ,182 ratings,,Lava,A77,Android,,,,,
"        (Renewed) Redmi Note 5 MZB5916IN (Black, 4GB RAM, 64GB Storage)       ",48 ratings," ₹ 8,999.00 ",MI,Redmi Note 5,Android,,,,,
"        Tecno Spark Go 2020 (Aqua Blue, 32 GB)  (2 GB RAM)       ",24 ratings,,Tecno,Spark Go 2020,Android 10.0,,,,,
"        (Renewed) Redmi Note 7S (3GB, 32GB, Sapphire Blue)       ",11 ratings," ₹ 7,799.00 ",Redmi,Redmi note 7s-cr,Android,         16 cm    ,4000,         3 GB    ,,
        HTC Desire 326G (Black Onyx)       ,343 ratings,,HTC,Desire 326G,Android,,,,,
"        (Renewed) Samsung Galaxy A03s (Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers       ",18 ratings," ₹ 8,999.00 ",Samsung,Galaxy A03s,Android 11,         HD + infinity v-cut    ,5000,         3 GB    ,,
"        (Renewed) Xiaomi Redmi Note 3 (Gold, 32GB)       ",51 ratings," ₹ 7,250.00 ",MI,Redmi Note 3,Android 5.1,         5.5 inches    ,         1080 x 1920    ,4050,,
"        Vivo Y91i (Fusion Black, 2GB RAM, 16GB Storage)       ",37 ratings,,Vivo,Y91i,Android 8.1,         6.22 inches    ,         1520 x 720    ,4030,,
"        I KALL K570 Smartphone (6.53 Inch HD+ Display, 4GB, 64GB) (4G Volte) (Sky Blue)       ",2 ratings," ₹ 7,599.00 ",IKALL,Sky Blue,Android 10.0,     Lithium Ion   ,"     Rear, Front   ",     Sky Blue   ,,
"        Infinix Hot 11 (Emerald Green, 4GB RAM 64GB Storage)       ",11 ratings,,Infinix,,Android,,,,,
,,,,,,,,,,
"        (Renewed) Infinix Smart 6 (Starry Purple, 2GB RAM 64GB Storage)       ",,,Infinix,Smart,Android 11,,,,,
,,,,,,,,,,
        REDMI Note 7 3 GB 32 GB Onyx Black       ,1 rating,,Redmi,Note 7,Android,         32 GB    ,         Android    ,,,
,,,,,,,,,,
"        Nokia 3.1 (Blue, 16GB)       ",176 ratings,,Nokia,3.1,Android 8.0,         5.2 inches    ,         1280 x 720    ,2990,,
,,,,,,,,,,
